UserID,UserName,Age,Gender,Email,TotalCourses,TotalSpending,AvgCourseRating,AvgCoursePrice,PreferredCategory,PreferredLevel
U00598,acraig,28,Male,simpsonmichael@gmail.com,1,415.51,3.11,415.51,Artificial Intelligence,Intermediate
U00599,kristinharrison,33,Male,joseph09@yahoo.com,1,0.0,1.73,0.0,Machine Learning,Intermediate
U00600,philip29,21,Male,rebekah00@gmail.com,1,0.0,2.14,0.0,Digital Marketing,Beginner
U00601,ginawilkins,24,Male,annjenkins@outlook.com,1,0.0,2.67,0.0,Web Development,Advanced
U00602,chowell,25,Female,jessefisher@gmail.com,3,0.0,3.85,0.0,Digital Marketing,Beginner
U00603,xbryant,35,Male,cruzkatherine@gmail.com,2,0.78,3.995,0.39,Finance,Advanced
U00604,mercedes21,30,Female,jonathanmorales@hotmail.com,14,662.4399999999999,2.843571428571429,47.317142857142855,Machine Learning,Advanced
U00605,graypatricia,30,Female,rebecca06@gmail.com,3,117.68,3.643333333333333,39.22666666666667,Artificial Intelligence,Advanced
U00606,tiffanywilliams,33,Female,fhawkins@yahoo.com,2,0.0,3.255,0.0,Business,Advanced
U00607,bobby98,30,Male,crios@outlook.com,2,285.99,1.25,142.995,Artificial Intelligence,Advanced
U00608,adrianconley,31,Male,autumnlee@gmail.com,1,0.0,2.43,0.0,Programming,Intermediate
U00609,marissa45,33,Female,colin68@hotmail.com,4,327.99,2.8275,81.9975,Business,Advanced
U00610,ericcraig,19,Male,martineztimothy@gmail.com,1,0.0,4.79,0.0,Marketing,Advanced
U00611,christophercontreras,30,Male,jamescampbell@yahoo.com,2,415.51,3.065,207.755,Artificial Intelligence,Intermediate
U00612,kellytaylor,23,Male,shawbrenda@hotmail.com,1,57.32,4.74,57.32,Web Development,Advanced
U00613,jessica15,24,Male,osmith@outlook.com,2,490.9,2.915,245.45,Artificial Intelligence,Beginner
U00614,samuelmiles,23,Female,carlos12@outlook.com,1,0.0,4.44,0.0,Digital Marketing,Beginner
U00615,mrobinson,20,Male,linda21@hotmail.com,1,0.0,3.15,0.0,Business,Advanced
U00616,joshua33,19,Female,mariacontreras@yahoo.com,2,0.0,3.035,0.0,Cybersecurity,Beginner
U00617,bradyolivia,18,Female,glennhill@outlook.com,1,0.0,3.02,0.0,Data Science,Intermediate
U00618,rlee,22,Male,palmerdawn@outlook.com,1,0.0,2.14,0.0,Digital Marketing,Beginner
U00619,brittanymclean,32,Female,vwilliams@yahoo.com,12,636.6500000000001,3.4450000000000003,53.054166666666674,Cybersecurity,Intermediate
U00620,antonio11,30,Male,newmanrichard@gmail.com,1,0.0,1.59,0.0,Finance,Advanced
U00621,smithjill,20,Male,justinmendez@yahoo.com,2,0.0,1.975,0.0,Programming,Advanced
U00622,xhernandez,28,Female,hoodmelinda@yahoo.com,13,524.05,3.5276923076923077,40.31153846153846,Data Science,Advanced
U00623,omar61,23,Female,diana26@yahoo.com,2,119.04,3.705,59.52,Digital Marketing,Intermediate
U00624,reneeanderson,34,Female,jasonsmith@outlook.com,2,0.0,3.915,0.0,Design,Beginner
U00625,kimberly36,28,Male,jeffreyhernandez@gmail.com,4,394.26,3.1950000000000003,98.565,Cybersecurity,Intermediate
U00626,emily75,19,Male,morganheather@hotmail.com,1,177.34,3.89,177.34,Digital Marketing,Advanced
U00627,robertsdavid,34,Female,theresa32@outlook.com,4,487.92,1.945,121.98,Machine Learning,Beginner
U00628,david75,32,Female,brittany51@outlook.com,2,472.28,4.03,236.14,Programming,Beginner
U00629,toni46,20,Female,rickybruce@outlook.com,1,0.0,2.61,0.0,Design,Advanced
U00630,trevorwhite,17,Male,ksmith@outlook.com,3,296.38,3.5933333333333333,98.79333333333334,Finance,Advanced
U00631,heathdonna,20,Male,aliciathomas@yahoo.com,2,0.0,4.19,0.0,Cybersecurity,Advanced
U00632,zknox,26,Female,mcneildaniel@hotmail.com,1,0.0,1.81,0.0,Machine Learning,Advanced
U00633,reidlisa,35,Female,alexanderblack@gmail.com,14,1177.45,2.855,84.10357142857143,Business,Advanced
U00634,bradley56,15,Female,prestonemily@gmail.com,3,276.37,3.44,92.12333333333333,Design,Advanced
U00635,dmahoney,26,Female,rolsen@yahoo.com,1,0.0,4.73,0.0,Machine Learning,Intermediate
U00636,parkermaria,21,Female,fgarza@yahoo.com,13,1701.73,3.174615384615385,130.9023076923077,Business,Beginner
U00637,kbrandt,22,Female,rruiz@outlook.com,2,529.6,4.74,264.8,Programming,Advanced
U00638,austin36,19,Female,moyerbrian@outlook.com,2,57.32,3.705,28.66,Web Development,Advanced
U00639,wscott,33,Female,joshuaharrell@hotmail.com,14,1010.86,3.0192857142857146,72.20428571428572,Cybersecurity,Advanced
U00640,jon73,31,Male,yjackson@gmail.com,1,490.9,4.55,490.9,Artificial Intelligence,Beginner
U00641,nancy60,32,Male,kayleewashington@gmail.com,1,342.61,4.84,342.61,Project Management,Intermediate
U00642,rmeza,17,Male,christopherfarrell@yahoo.com,2,0.0,2.66,0.0,Business,Advanced
U00643,cynthia57,20,Female,nthomas@gmail.com,1,327.99,1.51,327.99,Project Management,Beginner
U00644,montgomerykathleen,20,Female,ymata@hotmail.com,1,0.0,2.88,0.0,Programming,Beginner
U00645,dennis23,23,Female,johnsonkimberly@yahoo.com,1,299.57,3.74,299.57,Data Science,Beginner
U00646,smurphy,29,Female,jamie76@hotmail.com,1,0.0,2.88,0.0,Programming,Beginner
U00647,richard50,26,Female,jwatkins@outlook.com,1,487.92,3.64,487.92,Business,Advanced
U00648,madeline85,19,Male,mcclainderrick@yahoo.com,2,472.28,4.7,236.14,Digital Marketing,Beginner
U00649,thomaslawson,32,Male,thomas06@outlook.com,1,415.51,3.11,415.51,Artificial Intelligence,Intermediate
U00650,xknapp,26,Female,samuelolson@hotmail.com,1,0.0,4.72,0.0,Marketing,Intermediate
U00651,mmeadows,29,Male,johnwright@hotmail.com,4,296.38,3.3425000000000002,74.095,Programming,Beginner
U00652,cwebb,16,Female,cassidyanderson@gmail.com,2,394.26,2.335,197.13,Cybersecurity,Beginner
U00653,terrigreen,15,Male,michelle26@yahoo.com,1,346.71,1.23,346.71,Project Management,Advanced
U00654,ehall,24,Male,brandon30@gmail.com,2,53.86,1.875,26.93,Finance,Beginner
U00655,jbailey,33,Female,bmason@gmail.com,1,53.86,2.47,53.86,Finance,Beginner
U00656,vanessapearson,31,Male,johnbarnett@hotmail.com,1,0.0,4.14,0.0,Finance,Beginner
U00657,bensonandrew,23,Male,swilson@hotmail.com,1,89.59,2.68,89.59,Artificial Intelligence,Intermediate
U00658,djohnston,23,Female,timothyfarmer@yahoo.com,1,0.0,4.66,0.0,Digital Marketing,Intermediate
U00659,dbennett,33,Male,rebekahjacobson@hotmail.com,2,0.0,4.41,0.0,Finance,Beginner
U00660,gardnerjohn,22,Male,harrisdavid@outlook.com,2,577.51,3.16,288.755,Artificial Intelligence,Advanced
U00661,robert38,23,Female,curtispaul@gmail.com,4,212.39,2.87,53.0975,Programming,Intermediate
U00662,greggcarter,30,Female,debra93@gmail.com,1,285.05,1.96,285.05,Business,Beginner
U00663,brittneysanders,35,Male,elowe@yahoo.com,1,285.05,1.96,285.05,Business,Beginner
U00664,lopezashley,17,Male,jeremy21@outlook.com,1,117.68,2.57,117.68,Data Science,Advanced
U00665,laura09,35,Male,millersonya@yahoo.com,1,37.89,1.3,37.89,Web Development,Advanced
U00666,idavis,30,Female,lucasderek@hotmail.com,12,969.72,2.910833333333333,80.81,Project Management,Advanced
U00667,oconnorjennifer,18,Female,emily56@gmail.com,2,212.39,3.065,106.195,Digital Marketing,Advanced
U00668,jeffreybishop,34,Female,hernandezthomas@yahoo.com,2,0.0,4.32,0.0,Marketing,Advanced
U00669,yvette06,20,Female,joseph22@hotmail.com,1,248.1,1.2,248.1,Artificial Intelligence,Beginner
U00670,david51,17,Male,nathan64@gmail.com,2,0.0,4.52,0.0,Cybersecurity,Beginner
U00671,brandonsteele,18,Female,louis72@gmail.com,1,0.0,3.15,0.0,Business,Advanced
U00672,andersonanita,15,Male,derrick43@gmail.com,1,0.0,4.11,0.0,Marketing,Intermediate
U00673,michaeldavid,24,Female,harveytaylor@gmail.com,2,380.5,3.07,190.25,Project Management,Advanced
U00674,stephen71,21,Male,zoliver@hotmail.com,1,0.0,2.0,0.0,Business,Advanced
U00675,hollandashley,20,Female,courtneybryant@yahoo.com,1,0.0,2.01,0.0,Marketing,Advanced
U00676,qwilliams,32,Male,scott24@yahoo.com,2,0.0,3.1550000000000002,0.0,Design,Advanced
U00677,jodynolan,35,Female,lhill@outlook.com,1,415.51,3.11,415.51,Artificial Intelligence,Intermediate
U00678,brooksheather,33,Female,danielmelendez@outlook.com,1,0.0,4.14,0.0,Finance,Beginner
U00679,morganscott,28,Male,michellelang@yahoo.com,1,276.37,2.72,276.37,Design,Advanced
U00680,patricia23,35,Female,martinburch@yahoo.com,1,487.92,3.64,487.92,Business,Advanced
U00681,mary67,32,Male,henglish@gmail.com,2,0.0,3.3,0.0,Business,Advanced
U00682,moneill,33,Male,imiles@yahoo.com,1,0.0,4.44,0.0,Digital Marketing,Beginner
U00683,fernandeznathan,20,Female,paulsanchez@yahoo.com,1,0.0,2.61,0.0,Design,Advanced
U00684,kennethjohnston,28,Female,bradfordwayne@gmail.com,3,0.0,3.0666666666666664,0.0,Design,Advanced
U00685,nwashington,29,Female,tracey29@gmail.com,1,487.92,3.64,487.92,Business,Advanced
U00686,kjohnson,35,Female,ojames@hotmail.com,1,0.0,2.2,0.0,Web Development,Beginner
U00687,richard03,29,Female,smithadam@yahoo.com,15,1775.49,2.806,118.366,Web Development,Beginner
U00688,cassandra27,30,Female,allen54@gmail.com,2,0.78,2.85,0.39,Machine Learning,Advanced
U00689,mary45,19,Female,jennifersmith@outlook.com,2,0.0,3.67,0.0,Design,Advanced
U00690,chad34,29,Female,laurie35@outlook.com,1,0.0,4.66,0.0,Digital Marketing,Intermediate
U00691,bthompson,16,Female,ehebert@outlook.com,1,0.0,2.61,0.0,Design,Advanced
U00692,ramirezcarol,27,Male,turnerkathleen@hotmail.com,1,0.0,3.45,0.0,Project Management,Intermediate
U00693,sawyerjustin,35,Female,tracyhernandez@hotmail.com,1,57.32,4.74,57.32,Web Development,Advanced
U00694,gthompson,33,Female,brownrachel@gmail.com,1,0.0,3.6,0.0,Data Science,Intermediate
U00695,escobardaniel,31,Female,michaelwilliams@yahoo.com,1,0.0,4.45,0.0,Design,Advanced
U00696,edwardbryant,25,Male,rpratt@outlook.com,1,0.0,3.45,0.0,Project Management,Intermediate
U00697,rebekah50,32,Female,sean35@hotmail.com,1,0.0,3.85,0.0,Programming,Beginner
U00698,petersonkaren,32,Female,sanchezlawrence@outlook.com,2,37.89,3.045,18.945,Marketing,Advanced
U00699,noah18,20,Male,armstrongdanielle@yahoo.com,2,0.0,3.2649999999999997,0.0,Machine Learning,Advanced
U00700,amyarnold,25,Male,rkelly@yahoo.com,1,117.68,2.57,117.68,Data Science,Advanced
U00701,alexis83,32,Male,wcowan@yahoo.com,14,1435.67,3.005,102.54785714285715,Business,Advanced
U00702,robertwashington,22,Female,jason32@outlook.com,3,0.0,2.5066666666666664,0.0,Design,Advanced
U00703,traviswilson,32,Female,holmesjustin@yahoo.com,3,469.37,2.6533333333333333,156.45666666666668,Artificial Intelligence,Advanced
U00704,veronica98,30,Male,john82@outlook.com,13,1528.24,3.506153846153846,117.55692307692308,Project Management,Beginner
U00705,lynnburke,15,Male,navarrosteven@gmail.com,1,0.0,4.79,0.0,Marketing,Advanced
U00706,jonesmary,21,Male,jonespatricia@outlook.com,2,787.49,3.6900000000000004,393.745,Business,Advanced
U00707,eric25,29,Male,nathanthomas@hotmail.com,1,0.0,4.51,0.0,Design,Beginner
U00708,rodney07,29,Female,stephaniedavis@outlook.com,1,0.0,4.72,0.0,Marketing,Intermediate
U00709,ygregory,23,Female,nsmith@yahoo.com,14,1042.92,3.5092857142857143,74.49428571428572,Digital Marketing,Advanced
U00710,virginia47,19,Male,mullinsdavid@outlook.com,1,248.1,1.2,248.1,Artificial Intelligence,Beginner
U00711,ataylor,27,Male,allenerica@outlook.com,2,327.99,2.415,163.995,Project Management,Beginner
U00712,wendybrown,27,Female,jarvischelsea@outlook.com,2,0.0,3.05,0.0,Business,Advanced
U00713,joseph60,17,Female,nancy15@outlook.com,1,472.28,4.74,472.28,Programming,Beginner
U00714,curtissmith,25,Male,rgreene@gmail.com,3,0.0,4.273333333333333,0.0,Data Science,Beginner
U00715,teresalynn,25,Female,christopher01@gmail.com,1,0.0,3.15,0.0,Business,Advanced
U00716,victoriawalter,29,Male,cjones@gmail.com,4,295.02,3.005,73.755,Data Science,Advanced
U00717,michaeljohnson,34,Female,webernicholas@yahoo.com,1,0.0,1.91,0.0,Cybersecurity,Intermediate
U00718,christopher99,27,Female,mia13@yahoo.com,2,285.05,2.42,142.525,Business,Beginner
U00719,diazlinda,25,Female,nmiller@yahoo.com,1,117.68,2.57,117.68,Data Science,Advanced
U00720,coleashley,17,Female,briggsgrant@hotmail.com,1,415.51,3.11,415.51,Artificial Intelligence,Intermediate
U00721,adavenport,20,Female,cgriffin@outlook.com,1,0.0,2.61,0.0,Design,Advanced
U00722,smontgomery,16,Female,michaelhunter@gmail.com,3,276.37,1.95,92.12333333333333,Business,Advanced
U00723,tcolon,35,Male,benjamin17@hotmail.com,14,1213.66,3.0942857142857143,86.69000000000001,Project Management,Advanced
U00724,elizabeth68,16,Female,patrick77@hotmail.com,15,1375.81,3.530666666666667,91.72066666666666,Business,Intermediate
U00725,martinbarbara,28,Female,christine02@gmail.com,1,0.0,3.32,0.0,Web Development,Beginner
U00726,ssanchez,26,Female,erikamccann@outlook.com,1,472.28,4.74,472.28,Programming,Beginner
U00727,jeffreystewart,33,Female,tsexton@gmail.com,4,389.73,3.0225,97.4325,Digital Marketing,Advanced
U00728,teresa67,17,Male,christopher71@hotmail.com,1,0.0,4.11,0.0,Marketing,Intermediate
U00729,vsmith,30,Male,william39@yahoo.com,2,0.0,3.835,0.0,Marketing,Advanced
U00730,nbuckley,30,Male,ianderson@hotmail.com,2,487.92,3.31,243.96,Business,Advanced
U00731,duane21,16,Male,spearsmitchell@outlook.com,2,285.05,2.6399999999999997,142.525,Business,Beginner
U00732,andrew96,22,Male,darryllucas@hotmail.com,1,394.26,1.35,394.26,Cybersecurity,Intermediate
U00733,evansjill,28,Female,randyberry@yahoo.com,1,0.0,2.61,0.0,Design,Advanced
U00734,georgemartin,20,Male,christophercox@outlook.com,4,299.57,2.7875,74.8925,Data Science,Advanced
U00735,brian79,17,Male,mejiaveronica@gmail.com,2,212.39,2.575,106.195,Business,Advanced
U00736,yarmstrong,19,Female,miranda26@yahoo.com,1,0.0,4.73,0.0,Machine Learning,Intermediate
U00737,david99,18,Male,ddaniel@outlook.com,2,207.27,2.625,103.635,Artificial Intelligence,Advanced
U00738,kevin65,29,Female,christopherharris@gmail.com,3,250.27999999999997,3.1300000000000003,83.42666666666666,Cybersecurity,Advanced
U00739,robinsonaaron,25,Female,katie36@gmail.com,1,0.0,4.1,0.0,Finance,Intermediate
U00740,lrodgers,34,Female,pamerickson@hotmail.com,1,327.99,1.51,327.99,Project Management,Beginner
U00741,joseph57,33,Female,robertbennett@hotmail.com,4,461.65000000000003,4.1125,115.41250000000001,Finance,Intermediate
U00742,sthomas,29,Male,christina80@gmail.com,1,327.99,1.51,327.99,Project Management,Beginner
U00743,kchandler,19,Male,moralesmicheal@gmail.com,4,37.89,1.96,9.4725,Programming,Advanced
U00744,susan70,15,Male,shannonbell@yahoo.com,1,0.0,2.98,0.0,Marketing,Advanced
U00745,colemanshannon,29,Female,laura10@hotmail.com,2,0.0,2.335,0.0,Business,Advanced
U00746,brianwright,28,Male,middletonmiranda@gmail.com,2,276.37,2.3600000000000003,138.185,Business,Advanced
U00747,scruz,28,Female,fmiller@gmail.com,1,0.0,2.2,0.0,Web Development,Beginner
U00748,gyang,30,Female,pwhite@gmail.com,2,0.0,2.335,0.0,Business,Advanced
U00749,suarezjason,18,Male,shelly11@outlook.com,1,0.0,4.72,0.0,Marketing,Intermediate
U00750,brittany20,23,Female,brittany01@outlook.com,1,487.92,3.64,487.92,Business,Advanced
U00751,alex00,19,Male,tkane@hotmail.com,1,0.0,1.28,0.0,Programming,Beginner
U00752,gregoryramirez,30,Male,johnnyhenderson@outlook.com,13,1666.6499999999999,2.8469230769230767,128.20384615384614,Design,Advanced
U00753,fallen,28,Male,piercejustin@hotmail.com,2,0.0,3.495,0.0,Marketing,Beginner
U00754,wchapman,33,Male,daniel53@hotmail.com,1,490.9,4.55,490.9,Artificial Intelligence,Beginner
U00755,fnelson,31,Male,schmidtrussell@outlook.com,1,0.0,1.91,0.0,Cybersecurity,Intermediate
U00756,gloverronald,33,Female,tara80@hotmail.com,1,0.0,4.1,0.0,Finance,Intermediate
U00757,greghiggins,22,Female,chris37@yahoo.com,1,53.86,2.47,53.86,Finance,Beginner
U00758,jacobcherry,16,Male,wongana@yahoo.com,1,0.0,2.0,0.0,Business,Advanced
U00759,jerryfuentes,22,Male,alec74@hotmail.com,1,0.78,3.89,0.78,Machine Learning,Advanced
U00760,donnahudson,21,Female,steven45@gmail.com,13,1583.69,3.2353846153846155,121.8223076923077,Programming,Beginner
U00761,vthomas,31,Male,bellbrian@gmail.com,1,0.0,4.44,0.0,Digital Marketing,Beginner
U00762,marieboyd,22,Female,lbryant@gmail.com,1,346.71,1.23,346.71,Project Management,Advanced
U00763,ccook,16,Male,nenglish@hotmail.com,1,0.0,3.02,0.0,Data Science,Intermediate
U00764,millerjay,18,Male,smithvictoria@yahoo.com,2,0.0,2.495,0.0,Marketing,Advanced
U00765,carrillonathaniel,31,Female,brittany31@yahoo.com,11,1188.0,2.641818181818182,108.0,Data Science,Intermediate
U00766,rebecca41,31,Female,brockvirginia@outlook.com,3,0.0,4.333333333333333,0.0,Marketing,Intermediate
U00767,iestes,16,Female,idavis@yahoo.com,14,1529.52,3.0335714285714284,109.25142857142858,Programming,Advanced
U00768,castilloallen,19,Male,devon29@yahoo.com,2,0.0,3.59,0.0,Design,Advanced
U00769,nicholaswatkins,16,Female,campbellsharon@gmail.com,1,0.0,4.45,0.0,Design,Advanced
U00770,pnorris,29,Male,laurennavarro@gmail.com,1,0.0,4.73,0.0,Machine Learning,Intermediate
U00771,ashley15,18,Male,lewisjamie@outlook.com,1,285.05,1.96,285.05,Business,Beginner
U00772,lindseylawson,24,Female,brandon45@yahoo.com,13,342.61,3.547692307692308,26.354615384615386,Cybersecurity,Intermediate
U00773,tlewis,25,Female,jonesrachel@gmail.com,1,119.04,2.75,119.04,Finance,Intermediate
U00774,qarmstrong,27,Male,jodyolson@outlook.com,1,0.0,2.38,0.0,Cybersecurity,Advanced
U00775,timothy66,29,Female,gregoryalison@hotmail.com,14,1391.4,3.281428571428571,99.38571428571429,Programming,Beginner
U00776,smithgloria,26,Female,rbrown@yahoo.com,1,490.9,4.55,490.9,Artificial Intelligence,Beginner
U00777,donaldcastillo,29,Male,lewisrachael@outlook.com,4,999.88,3.6675,249.97,Business,Advanced
U00778,darrencarey,33,Male,kristina95@gmail.com,2,0.0,2.355,0.0,Machine Learning,Advanced
U00779,vargasemily,24,Female,westvictor@gmail.com,1,0.0,2.38,0.0,Cybersecurity,Advanced
U00780,christopherduran,32,Female,haleygould@yahoo.com,1,0.0,2.43,0.0,Programming,Intermediate
U00781,lucasnorman,18,Female,martindeborah@gmail.com,1,0.0,3.6,0.0,Data Science,Intermediate
U00782,hholt,25,Male,grodgers@hotmail.com,1,0.0,2.61,0.0,Design,Advanced
U00783,joliver,35,Female,courtneyanthony@gmail.com,2,57.32,3.88,28.66,Data Science,Advanced
U00784,obrienjessica,22,Female,stephaniereed@yahoo.com,2,299.57,4.21,149.785,Data Science,Beginner
U00785,fisherkathryn,17,Female,menglish@yahoo.com,1,0.0,4.66,0.0,Digital Marketing,Intermediate
U00786,johnobrien,32,Female,tduncan@gmail.com,13,1193.7,3.2807692307692307,91.82307692307693,Finance,Advanced
U00787,alexisjones,29,Female,nwatts@outlook.com,9,510.16999999999996,3.12,56.68555555555555,Programming,Beginner
U00788,dalton45,24,Male,jessica89@yahoo.com,2,0.0,1.935,0.0,Digital Marketing,Beginner
U00789,edwardbishop,17,Female,hgeorge@gmail.com,2,37.89,2.475,18.945,Data Science,Advanced
U00790,weekssamuel,16,Female,hensonkevin@yahoo.com,2,347.48999999999995,2.56,173.74499999999998,Machine Learning,Advanced
U00791,ggibbs,34,Female,megan67@yahoo.com,2,89.59,3.305,44.795,Artificial Intelligence,Intermediate
U00792,ralphrobertson,20,Male,piercestacy@hotmail.com,1,346.71,1.23,346.71,Project Management,Advanced
U00793,jasonchapman,19,Male,amberrice@gmail.com,4,212.39,3.45,53.0975,Digital Marketing,Advanced
U00794,zperkins,23,Female,deanna03@yahoo.com,2,0.0,2.58,0.0,Artificial Intelligence,Advanced
U00795,pkent,34,Female,kellymoore@gmail.com,3,285.05,2.9466666666666668,95.01666666666667,Business,Beginner
U00796,belljacob,22,Female,rachellewis@outlook.com,2,212.39,2.215,106.195,Digital Marketing,Advanced
U00797,djohnson,20,Male,brenda73@outlook.com,3,0.0,3.4499999999999997,0.0,Design,Intermediate
U00798,phillipgarza,19,Female,ashleyjohnson@outlook.com,1,0.0,1.52,0.0,Design,Advanced
U00799,danielle30,26,Female,april48@outlook.com,2,0.0,2.925,0.0,Data Science,Beginner
U00800,denniskara,29,Female,petersonamber@yahoo.com,2,415.51,3.92,207.755,Artificial Intelligence,Intermediate
U00801,pmorse,32,Female,kellieandrade@hotmail.com,2,415.51,3.92,207.755,Artificial Intelligence,Intermediate
U00802,garciabradley,31,Male,susan84@outlook.com,2,119.04,2.95,59.52,Business,Advanced
U00803,vyoung,26,Male,murphyelijah@hotmail.com,3,276.37,2.9633333333333334,92.12333333333333,Business,Advanced
U00804,alexander76,24,Female,volson@hotmail.com,2,89.59,1.98,44.795,Artificial Intelligence,Beginner
U00805,shelly99,18,Female,fosterabigail@gmail.com,1,0.0,4.11,0.0,Marketing,Intermediate
U00806,hollowaybrian,27,Male,hardyann@hotmail.com,1,0.0,3.65,0.0,Data Science,Beginner
U00807,mark87,35,Female,theresa07@outlook.com,1,342.61,4.84,342.61,Project Management,Intermediate
U00808,randalljensen,27,Female,sandrashaw@outlook.com,1,0.0,3.64,0.0,Artificial Intelligence,Beginner
U00809,terrismith,24,Male,phansen@gmail.com,1,490.9,4.55,490.9,Artificial Intelligence,Beginner
U00810,nshort,28,Male,kelsey23@hotmail.com,1,276.37,2.72,276.37,Design,Advanced
U00811,rachel13,25,Female,kimberly43@gmail.com,3,487.92,3.0533333333333332,162.64000000000001,Web Development,Beginner
U00812,greenbradley,24,Female,jenniferpalmer@yahoo.com,3,285.05,3.64,95.01666666666667,Design,Beginner
U00813,oberg,33,Male,andersonanthony@hotmail.com,4,0.0,3.815,0.0,Business,Intermediate
U00814,dana01,21,Female,hhoover@yahoo.com,1,0.0,2.01,0.0,Marketing,Advanced
U00815,blevinskenneth,17,Male,pcardenas@outlook.com,2,415.51,3.92,207.755,Artificial Intelligence,Intermediate
U00816,nortonjennifer,34,Male,christopher24@hotmail.com,3,89.59,2.106666666666667,29.863333333333333,Artificial Intelligence,Intermediate
U00817,xwilkins,35,Female,adaugherty@gmail.com,1,0.0,3.32,0.0,Web Development,Beginner
U00818,josephthornton,20,Female,cynthia81@gmail.com,1,0.0,4.79,0.0,Marketing,Advanced
U00819,macdonaldbarry,28,Female,greenangela@yahoo.com,14,1143.41,3.027857142857143,81.67214285714286,Cybersecurity,Advanced
U00820,rhunt,31,Female,georgeamanda@hotmail.com,3,487.92,3.126666666666667,162.64000000000001,Business,Advanced
U00821,sarawashington,23,Male,ashley12@yahoo.com,13,1597.3,2.9061538461538463,122.86923076923077,Artificial Intelligence,Beginner
U00822,iweber,35,Female,allenjason@gmail.com,1,0.0,2.43,0.0,Programming,Intermediate
U00823,burgessashley,22,Male,jsalinas@outlook.com,1,212.39,3.15,212.39,Digital Marketing,Advanced
U00824,mary48,27,Male,josesmith@yahoo.com,1,0.0,4.1,0.0,Finance,Intermediate
U00825,odavis,26,Male,richard58@gmail.com,3,487.92,3.703333333333333,162.64000000000001,Business,Advanced
U00826,jamespatel,16,Male,maddoxashley@outlook.com,1,53.86,2.47,53.86,Finance,Beginner
U00827,joshua59,26,Female,morrisonbrian@yahoo.com,2,0.0,4.41,0.0,Finance,Intermediate
U00828,tanya22,25,Male,brian39@hotmail.com,3,592.85,3.9066666666666663,197.61666666666667,Artificial Intelligence,Intermediate
U00829,hthomas,22,Male,householly@hotmail.com,16,1338.31,3.054375,83.644375,Cybersecurity,Beginner
U00830,cookreginald,26,Female,qhiggins@outlook.com,1,326.02,2.69,326.02,Business,Intermediate
U00831,stephanie39,18,Male,henryanderson@yahoo.com,2,0.0,3.16,0.0,Design,Advanced
U00832,chumphrey,20,Female,fingram@yahoo.com,1,0.0,3.85,0.0,Programming,Beginner
U00833,anna24,32,Female,yangryan@hotmail.com,3,0.0,2.0066666666666664,0.0,Machine Learning,Advanced
U00834,connor47,30,Male,foxrachel@gmail.com,1,0.0,2.2,0.0,Web Development,Beginner
U00835,jonesnatalie,33,Female,johnstonheather@hotmail.com,1,0.0,3.02,0.0,Data Science,Intermediate
U00836,vlee,29,Female,mgonzalez@gmail.com,15,931.7,2.886,62.11333333333334,Digital Marketing,Beginner
U00837,summersbenjamin,28,Male,tina58@outlook.com,4,285.05,2.5175,71.2625,Programming,Beginner
U00838,johnmclean,25,Female,ibailey@hotmail.com,12,1027.19,2.8408333333333338,85.59916666666668,Data Science,Advanced
U00839,richardgonzales,33,Male,anne86@outlook.com,1,0.0,4.94,0.0,Cybersecurity,Beginner
U00840,kristen96,18,Male,evanschad@gmail.com,3,394.26,2.4533333333333336,131.42,Cybersecurity,Intermediate
U00841,potterchristine,29,Female,zjones@hotmail.com,1,0.0,1.91,0.0,Cybersecurity,Intermediate
U00842,johnsonmichael,21,Female,slucas@hotmail.com,2,89.59,2.7800000000000002,44.795,Artificial Intelligence,Beginner
U00843,danielrivera,21,Male,shieldsjustin@outlook.com,1,276.37,2.72,276.37,Design,Advanced
U00844,bellnicholas,26,Male,rachelharris@gmail.com,1,0.0,4.72,0.0,Marketing,Intermediate
U00845,larry84,25,Female,selena53@hotmail.com,1,53.86,2.47,53.86,Finance,Beginner
U00846,geraldbrown,16,Male,amanda42@hotmail.com,1,57.32,4.74,57.32,Web Development,Advanced
U00847,cscott,23,Male,adamsjessica@gmail.com,1,0.0,4.66,0.0,Digital Marketing,Intermediate
U00848,wlindsey,28,Male,alan56@hotmail.com,4,415.51,3.7825,103.8775,Artificial Intelligence,Intermediate
U00849,patrick51,20,Male,thompsonjack@gmail.com,2,248.1,2.42,124.05,Artificial Intelligence,Beginner
U00850,christopheradams,26,Male,brandon52@hotmail.com,15,897.95,3.0846666666666662,59.86333333333334,Project Management,Advanced
U00851,jamesandersen,21,Male,gregorycastillo@outlook.com,1,0.0,4.73,0.0,Machine Learning,Intermediate
U00852,scottgoodman,23,Male,mthomas@gmail.com,13,1579.1399999999999,3.4723076923076923,121.47230769230768,Artificial Intelligence,Intermediate
U00853,qhancock,24,Male,jessicatate@yahoo.com,2,0.0,2.92,0.0,Machine Learning,Intermediate
U00854,jeffery46,28,Male,jenniferking@gmail.com,2,299.57,3.3600000000000003,149.785,Data Science,Advanced
U00855,cmoody,15,Female,jonathan95@yahoo.com,1,0.0,1.28,0.0,Programming,Beginner
U00856,jeffreyosborne,21,Female,abrown@yahoo.com,1,0.0,2.14,0.0,Digital Marketing,Beginner
U00857,rjohnson,15,Male,fshaw@outlook.com,1,0.0,3.32,0.0,Web Development,Beginner
